conta,duração,historico,motivo,quantia,poupança,emprego,taxa,status,garantia,residencia,propriedades,idade,financiamentos,moradia,creditos,trabalho,dependentes,telefone,estrangeiro,pagador
negativo,12,pagamento em dia,carro novo,900,sem conta,"[1,4) anos",4,masculino/casado,nenhum,2,carro,23,nenhum,própria,1,nível 2,1,não,não,mau
sem conta,21,pagamento em dia,móveis,2241,<100,> 7 anos,4,masculino/solteiro,nenhum,2,imobiliario,50,nenhum,própria,2,nível 2,1,não,não,bom
[0-200),6,já atrasou pagamentos,móveis,1050,<100,desempregado,4,masculino/solteiro,nenhum,1,seguro  de vida,35,lojas,própria,2,nível 3,1,sim,não,bom
200+,6,conta crítica,educação,1047,<100,"[1,4) anos",2,feminino/divorciado,nenhum,4,seguro  de vida,50,nenhum,própria,1,nível 1,1,não,não,bom
sem conta,24,conta crítica,outros,6314,<100,desempregado,4,masculino/solteiro,co-aplicante,2,sem propriedades,27,bancos,própria,2,nível 3,1,sim,não,bom
[0-200),30,creditos quitados,móveis,3496,>1000,"[1,4) anos",4,masculino/solteiro,nenhum,2,carro,34,lojas,própria,1,nível 2,2,sim,não,bom
sem conta,48,creditos quitados,negócios,3609,<100,"[1,4) anos",1,feminino/divorciado,nenhum,1,imobiliario,27,lojas,própria,1,nível 2,1,não,não,bom
negativo,12,conta crítica,carro novo,4843,<100,> 7 anos,3,masculino/solteiro,co-aplicante,4,seguro  de vida,43,nenhum,alugada,2,nível 2,1,sim,não,mau
200+,30,conta crítica,radio/televisão,3017,<100,> 7 anos,4,masculino/solteiro,nenhum,4,seguro  de vida,47,nenhum,própria,1,nível 2,1,não,não,bom
sem conta,24,conta crítica,negócios,4139,[100-500),"[1,4) anos",3,masculino/solteiro,nenhum,3,seguro  de vida,27,nenhum,própria,2,nível 1,1,sim,não,bom
sem conta,36,pagamento em dia,negócios,5742,[100-500),"[4,7) anos",2,masculino/solteiro,nenhum,2,carro,31,nenhum,própria,2,nível 2,1,sim,não,bom
sem conta,60,pagamento em dia,carro novo,10366,<100,> 7 anos,2,masculino/solteiro,nenhum,4,seguro  de vida,42,nenhum,própria,1,nível 3,1,sim,não,bom
sem conta,6,conta crítica,carro novo,2080,[500-1000),"[1,4) anos",1,masculino/casado,nenhum,2,carro,24,nenhum,própria,1,nível 2,1,não,não,bom
sem conta,21,já atrasou pagamentos,negócios,2580,[500-1000),< 1 ano,4,masculino/solteiro,nenhum,2,imobiliario,41,bancos,própria,1,nível 1,2,não,não,mau
sem conta,30,conta crítica,radio/televisão,4530,<100,"[4,7) anos",4,feminino/divorciado,nenhum,4,carro,26,nenhum,alugada,1,nível 3,1,sim,não,bom
sem conta,24,conta crítica,móveis,5150,<100,> 7 anos,4,masculino/solteiro,nenhum,4,carro,33,nenhum,própria,1,nível 2,1,sim,não,bom
[0-200),72,pagamento em dia,radio/televisão,5595,[100-500),"[1,4) anos",2,masculino/casado,nenhum,2,carro,24,nenhum,própria,1,nível 2,1,não,não,mau
negativo,24,pagamento em dia,radio/televisão,2384,<100,> 7 anos,4,masculino/solteiro,nenhum,4,imobiliario,64,bancos,alugada,1,nível 1,1,não,não,bom
sem conta,18,pagamento em dia,radio/televisão,1453,<100,< 1 ano,3,feminino/divorciado,nenhum,1,imobiliario,26,nenhum,própria,1,nível 2,1,não,não,bom
sem conta,6,pagamento em dia,educação,1538,<100,< 1 ano,1,feminino/divorciado,nenhum,2,sem propriedades,56,nenhum,própria,1,nível 2,1,não,não,bom
sem conta,12,pagamento em dia,radio/televisão,2279,sem conta,"[1,4) anos",4,masculino/solteiro,nenhum,4,sem propriedades,37,nenhum,de graça,1,nível 2,1,sim,não,bom
sem conta,15,já atrasou pagamentos,radio/televisão,1478,<100,"[1,4) anos",4,masculino/casado,nenhum,3,imobiliario,33,bancos,própria,2,nível 2,1,não,não,bom
sem conta,24,conta crítica,radio/televisão,5103,<100,< 1 ano,3,masculino/casado,nenhum,3,sem propriedades,47,nenhum,de graça,3,nível 2,1,sim,não,bom
[0-200),36,já atrasou pagamentos,negócios,9857,[100-500),"[4,7) anos",1,masculino/solteiro,nenhum,3,seguro  de vida,31,nenhum,própria,2,nível 1,2,sim,não,bom
sem conta,60,pagamento em dia,carro novo,6527,sem conta,"[1,4) anos",4,masculino/solteiro,nenhum,4,sem propriedades,34,nenhum,de graça,1,nível 2,2,sim,não,bom
200+,10,conta crítica,radio/televisão,1347,sem conta,"[4,7) anos",4,masculino/solteiro,nenhum,2,seguro  de vida,27,nenhum,própria,2,nível 2,1,sim,não,bom
[0-200),36,já atrasou pagamentos,carro novo,2862,[100-500),> 7 anos,4,masculino/solteiro,nenhum,3,sem propriedades,30,nenhum,de graça,1,nível 2,1,não,não,bom
sem conta,9,pagamento em dia,radio/televisão,2753,[100-500),> 7 anos,3,masculino/solteiro,co-aplicante,4,carro,35,nenhum,própria,1,nível 2,1,sim,não,bom
negativo,12,pagamento em dia,carro novo,3651,>1000,"[1,4) anos",1,masculino/solteiro,nenhum,3,seguro  de vida,31,nenhum,própria,1,nível 2,2,não,não,bom
negativo,15,conta crítica,móveis,975,<100,"[1,4) anos",2,masculino/divorciado,nenhum,3,seguro  de vida,25,nenhum,própria,2,nível 2,1,não,não,bom
[0-200),15,pagamento em dia,reparos,2631,[100-500),"[1,4) anos",3,feminino/divorciado,nenhum,2,imobiliario,25,nenhum,própria,1,nível 1,1,não,não,bom
[0-200),24,pagamento em dia,radio/televisão,2896,[100-500),< 1 ano,2,masculino/solteiro,nenhum,1,carro,29,nenhum,própria,1,nível 2,1,não,não,bom
negativo,6,conta crítica,carro novo,4716,sem conta,< 1 ano,1,masculino/solteiro,nenhum,3,imobiliario,44,nenhum,própria,2,nível 1,2,não,não,bom
sem conta,24,pagamento em dia,radio/televisão,2284,<100,"[4,7) anos",4,masculino/solteiro,nenhum,2,carro,28,nenhum,própria,1,nível 2,1,sim,não,bom
sem conta,6,pagamento em dia,carro usado,1236,[500-1000),"[1,4) anos",2,masculino/solteiro,nenhum,4,seguro  de vida,50,nenhum,alugada,1,nível 2,1,não,não,bom
[0-200),12,pagamento em dia,radio/televisão,1103,<100,"[4,7) anos",4,masculino/solteiro,fiador,3,imobiliario,29,nenhum,própria,2,nível 2,1,não,sim,bom
sem conta,12,conta crítica,carro novo,926,<100,desempregado,1,feminino/divorciado,nenhum,2,seguro  de vida,38,nenhum,própria,1,desempregado,1,não,não,bom
sem conta,18,conta crítica,radio/televisão,1800,<100,"[1,4) anos",4,masculino/solteiro,nenhum,2,carro,24,nenhum,própria,2,nível 2,1,não,não,bom
200+,15,pagamento em dia,educação,1905,<100,> 7 anos,4,masculino/solteiro,nenhum,4,carro,40,nenhum,alugada,1,nível 3,1,sim,não,bom
sem conta,12,pagamento em dia,móveis,1123,[500-1000),"[1,4) anos",4,feminino/divorciado,nenhum,4,carro,29,nenhum,alugada,1,nível 1,1,não,não,mau
negativo,48,conta crítica,carro usado,6331,<100,> 7 anos,4,masculino/solteiro,nenhum,4,sem propriedades,46,nenhum,de graça,2,nível 2,1,sim,não,mau
200+,24,pagamento em dia,radio/televisão,1377,[100-500),> 7 anos,4,feminino/divorciado,nenhum,2,sem propriedades,47,nenhum,de graça,1,nível 2,1,sim,não,bom
[0-200),30,já atrasou pagamentos,negócios,2503,[100-500),> 7 anos,4,masculino/solteiro,nenhum,2,seguro  de vida,41,lojas,própria,2,nível 2,1,não,não,bom
[0-200),27,pagamento em dia,negócios,2528,<100,< 1 ano,4,feminino/divorciado,nenhum,1,seguro  de vida,32,nenhum,própria,1,nível 2,2,sim,não,bom
sem conta,15,pagamento em dia,carro novo,5324,[500-1000),> 7 anos,1,feminino/divorciado,nenhum,4,sem propriedades,35,nenhum,de graça,1,nível 2,1,não,não,bom
[0-200),48,pagamento em dia,carro novo,6560,[100-500),"[4,7) anos",3,masculino/solteiro,nenhum,2,seguro  de vida,24,nenhum,própria,1,nível 2,1,não,não,mau
[0-200),12,primeira vez,móveis,2969,<100,< 1 ano,4,feminino/divorciado,nenhum,3,seguro  de vida,25,nenhum,alugada,2,nível 2,1,não,não,mau
[0-200),9,pagamento em dia,radio/televisão,1206,<100,> 7 anos,4,feminino/divorciado,nenhum,4,imobiliario,25,nenhum,própria,1,nível 2,1,não,não,bom
[0-200),9,pagamento em dia,radio/televisão,2118,<100,"[1,4) anos",2,masculino/solteiro,nenhum,2,imobiliario,37,nenhum,própria,1,nível 1,2,não,não,bom
sem conta,18,conta crítica,radio/televisão,629,[500-1000),> 7 anos,4,masculino/solteiro,nenhum,3,seguro  de vida,32,bancos,própria,2,nível 3,1,sim,não,bom
negativo,6,creditos quitados,educação,1198,<100,> 7 anos,4,feminino/divorciado,nenhum,4,sem propriedades,35,nenhum,de graça,1,nível 2,1,não,não,mau
sem conta,21,pagamento em dia,carro usado,2476,sem conta,> 7 anos,4,masculino/solteiro,nenhum,4,imobiliario,46,nenhum,própria,1,nível 3,1,sim,não,bom
negativo,9,conta crítica,radio/televisão,1138,<100,"[1,4) anos",4,masculino/solteiro,nenhum,4,imobiliario,25,nenhum,própria,2,nível 1,1,não,não,bom
[0-200),60,pagamento em dia,carro novo,14027,<100,"[4,7) anos",4,masculino/solteiro,nenhum,2,sem propriedades,27,nenhum,própria,1,nível 3,1,sim,não,mau
sem conta,30,conta crítica,carro usado,7596,sem conta,> 7 anos,1,masculino/solteiro,nenhum,4,carro,63,nenhum,própria,2,nível 2,1,não,não,bom
sem conta,30,conta crítica,radio/televisão,3077,sem conta,> 7 anos,3,masculino/solteiro,nenhum,2,carro,40,nenhum,própria,2,nível 2,2,sim,não,bom
sem conta,18,pagamento em dia,radio/televisão,1505,<100,"[1,4) anos",4,masculino/solteiro,nenhum,2,sem propriedades,32,nenhum,de graça,1,nível 3,1,sim,não,bom
200+,24,conta crítica,radio/televisão,3148,sem conta,"[1,4) anos",3,masculino/solteiro,nenhum,2,carro,31,nenhum,própria,2,nível 2,1,sim,não,bom
[0-200),20,primeira vez,carro usado,6148,[100-500),> 7 anos,3,masculino/casado,nenhum,4,carro,31,bancos,própria,2,nível 2,1,sim,não,bom
200+,9,primeira vez,radio/televisão,1337,<100,< 1 ano,4,masculino/solteiro,nenhum,2,carro,34,nenhum,própria,2,nível 3,1,sim,não,mau
[0-200),6,creditos quitados,educação,433,>1000,< 1 ano,4,feminino/divorciado,nenhum,2,seguro  de vida,24,bancos,alugada,1,nível 2,2,não,não,mau
negativo,12,pagamento em dia,carro novo,1228,<100,"[1,4) anos",4,feminino/divorciado,nenhum,2,imobiliario,24,nenhum,própria,1,nível 1,1,não,não,mau
[0-200),9,pagamento em dia,radio/televisão,790,[500-1000),"[1,4) anos",4,feminino/divorciado,nenhum,3,imobiliario,66,nenhum,própria,1,nível 1,1,não,não,bom
sem conta,27,pagamento em dia,carro novo,2570,<100,"[1,4) anos",3,feminino/divorciado,nenhum,3,imobiliario,21,nenhum,alugada,1,nível 2,1,não,não,mau
sem conta,6,conta crítica,carro novo,250,>1000,"[1,4) anos",2,feminino/divorciado,nenhum,2,imobiliario,41,bancos,própria,2,nível 1,1,não,não,bom
sem conta,15,conta crítica,radio/televisão,1316,[500-1000),"[1,4) anos",2,masculino/casado,nenhum,2,seguro  de vida,47,nenhum,própria,2,nível 1,1,não,não,bom
negativo,18,pagamento em dia,radio/televisão,1882,<100,"[1,4) anos",4,feminino/divorciado,nenhum,4,carro,25,bancos,alugada,2,nível 2,1,não,não,mau
[0-200),48,creditos quitados,negócios,6416,<100,> 7 anos,4,feminino/divorciado,nenhum,3,sem propriedades,59,nenhum,alugada,1,nível 2,1,não,não,mau
200+,24,conta crítica,negócios,1275,>1000,"[1,4) anos",2,masculino/divorciado,nenhum,4,imobiliario,36,nenhum,própria,2,nível 2,1,sim,não,bom
[0-200),24,já atrasou pagamentos,radio/televisão,6403,<100,< 1 ano,1,masculino/solteiro,nenhum,2,carro,33,nenhum,própria,1,nível 2,1,não,não,bom
negativo,24,pagamento em dia,radio/televisão,1987,<100,"[1,4) anos",2,masculino/solteiro,nenhum,4,imobiliario,21,nenhum,alugada,1,nível 1,2,não,não,mau
[0-200),8,pagamento em dia,radio/televisão,760,<100,"[4,7) anos",4,feminino/divorciado,fiador,2,imobiliario,44,nenhum,própria,1,nível 1,1,não,não,bom
sem conta,24,pagamento em dia,carro usado,2603,>1000,"[1,4) anos",2,feminino/divorciado,nenhum,4,carro,28,nenhum,alugada,1,nível 2,1,sim,não,bom
sem conta,4,conta crítica,carro novo,3380,<100,"[4,7) anos",1,feminino/divorciado,nenhum,1,imobiliario,37,nenhum,própria,1,nível 2,2,não,não,bom
[0-200),36,creditos quitados,itens de casa,3990,sem conta,< 1 ano,3,feminino/divorciado,nenhum,2,sem propriedades,29,bancos,própria,1,desempregado,1,não,não,bom
[0-200),24,pagamento em dia,carro usado,11560,<100,"[1,4) anos",1,feminino/divorciado,nenhum,4,carro,23,nenhum,alugada,2,nível 3,1,não,não,mau
negativo,18,pagamento em dia,carro novo,4380,[100-500),"[1,4) anos",3,masculino/solteiro,nenhum,4,carro,35,nenhum,própria,1,nível 1,2,sim,não,bom
sem conta,6,conta crítica,carro novo,6761,<100,"[4,7) anos",1,masculino/solteiro,nenhum,3,sem propriedades,45,nenhum,própria,2,nível 3,2,sim,não,bom
[0-200),30,primeira vez,negócios,4280,[100-500),"[1,4) anos",4,feminino/divorciado,nenhum,4,carro,26,nenhum,alugada,2,nível 1,1,não,não,mau
negativo,24,creditos quitados,carro novo,2325,[100-500),"[4,7) anos",2,masculino/solteiro,nenhum,3,carro,32,bancos,própria,1,nível 2,1,não,não,bom
[0-200),10,creditos quitados,radio/televisão,1048,<100,"[1,4) anos",4,masculino/solteiro,nenhum,4,imobiliario,23,lojas,própria,1,nível 1,1,não,não,bom
sem conta,21,pagamento em dia,radio/televisão,3160,sem conta,> 7 anos,4,masculino/solteiro,nenhum,3,seguro  de vida,41,nenhum,própria,1,nível 2,1,sim,não,bom
negativo,24,creditos quitados,móveis,2483,[500-1000),"[1,4) anos",4,masculino/solteiro,nenhum,4,imobiliario,22,lojas,própria,1,nível 2,1,sim,não,bom
negativo,39,conta crítica,móveis,14179,sem conta,"[4,7) anos",4,masculino/solteiro,nenhum,4,seguro  de vida,30,nenhum,própria,2,nível 3,1,sim,não,bom
negativo,13,conta crítica,negócios,1797,<100,< 1 ano,3,masculino/solteiro,nenhum,1,seguro  de vida,28,bancos,própria,2,nível 1,1,não,não,bom
negativo,15,pagamento em dia,carro novo,2511,<100,desempregado,1,feminino/divorciado,nenhum,4,carro,23,nenhum,alugada,1,nível 2,1,não,não,bom
negativo,12,pagamento em dia,carro novo,1274,<100,< 1 ano,3,feminino/divorciado,nenhum,1,imobiliario,37,nenhum,própria,1,nível 1,1,não,não,mau
sem conta,21,pagamento em dia,carro usado,5248,sem conta,"[1,4) anos",1,masculino/solteiro,nenhum,3,carro,26,nenhum,própria,1,nível 2,1,não,não,bom
sem conta,15,pagamento em dia,carro usado,3029,<100,"[4,7) anos",2,masculino/solteiro,nenhum,2,carro,33,nenhum,própria,1,nível 2,1,não,não,bom
negativo,6,pagamento em dia,móveis,428,<100,> 7 anos,2,feminino/divorciado,nenhum,1,seguro  de vida,49,bancos,própria,1,nível 2,1,sim,não,bom
negativo,18,pagamento em dia,carro novo,976,<100,< 1 ano,1,feminino/divorciado,nenhum,2,carro,23,nenhum,própria,1,nível 1,1,não,não,mau
[0-200),12,pagamento em dia,negócios,841,[100-500),"[4,7) anos",2,feminino/divorciado,nenhum,4,imobiliario,23,nenhum,alugada,1,nível 1,1,não,não,bom
sem conta,30,conta crítica,radio/televisão,5771,<100,"[4,7) anos",4,feminino/divorciado,nenhum,2,carro,25,nenhum,própria,2,nível 2,1,não,não,bom
sem conta,12,já atrasou pagamentos,reparos,1555,>1000,> 7 anos,4,masculino/solteiro,nenhum,4,sem propriedades,55,nenhum,de graça,2,nível 2,2,não,não,mau
negativo,24,pagamento em dia,carro novo,1285,sem conta,"[4,7) anos",4,feminino/divorciado,nenhum,4,sem propriedades,32,nenhum,alugada,1,nível 2,1,não,não,mau
200+,6,conta crítica,carro novo,1299,<100,"[1,4) anos",1,masculino/solteiro,nenhum,1,imobiliario,74,nenhum,própria,3,desempregado,2,não,sim,bom
200+,15,conta crítica,radio/televisão,1271,sem conta,"[1,4) anos",3,masculino/solteiro,nenhum,4,sem propriedades,39,nenhum,de graça,2,nível 2,1,sim,não,mau
sem conta,24,pagamento em dia,carro novo,1393,<100,"[1,4) anos",2,masculino/solteiro,fiador,2,imobiliario,31,nenhum,própria,1,nível 2,1,sim,não,bom
negativo,12,conta crítica,carro novo,691,<100,> 7 anos,4,masculino/solteiro,nenhum,3,seguro  de vida,35,nenhum,própria,2,nível 2,1,não,não,mau
sem conta,15,conta crítica,carro novo,5045,sem conta,> 7 anos,1,feminino/divorciado,nenhum,4,carro,59,nenhum,própria,1,nível 2,1,sim,não,bom
negativo,18,conta crítica,móveis,2124,<100,"[1,4) anos",4,feminino/divorciado,nenhum,4,imobiliario,24,nenhum,alugada,2,nível 2,1,não,não,mau
negativo,12,pagamento em dia,radio/televisão,2214,<100,"[1,4) anos",4,masculino/solteiro,nenhum,3,seguro  de vida,24,nenhum,própria,1,nível 1,1,não,não,bom
sem conta,21,conta crítica,carro novo,12680,sem conta,> 7 anos,4,masculino/solteiro,nenhum,4,sem propriedades,30,nenhum,de graça,1,nível 3,1,sim,não,mau
sem conta,24,conta crítica,carro novo,2463,[100-500),"[4,7) anos",4,masculino/casado,nenhum,3,seguro  de vida,27,nenhum,própria,2,nível 2,1,sim,não,bom
[0-200),12,pagamento em dia,radio/televisão,1155,<100,> 7 anos,3,masculino/casado,fiador,3,imobiliario,40,bancos,própria,2,nível 1,1,não,não,bom
negativo,30,pagamento em dia,móveis,3108,<100,< 1 ano,2,masculino/divorciado,nenhum,4,seguro  de vida,31,nenhum,própria,1,nível 1,1,não,não,mau
sem conta,10,pagamento em dia,carro usado,2901,sem conta,< 1 ano,1,feminino/divorciado,nenhum,4,imobiliario,31,nenhum,alugada,1,nível 2,1,não,não,bom
[0-200),12,conta crítica,móveis,3617,<100,> 7 anos,1,masculino/solteiro,nenhum,4,carro,28,nenhum,alugada,3,nível 2,1,sim,não,bom
sem conta,12,conta crítica,radio/televisão,1655,<100,> 7 anos,2,masculino/solteiro,nenhum,4,imobiliario,63,nenhum,própria,2,nível 1,1,sim,não,bom
negativo,24,pagamento em dia,carro usado,2812,sem conta,> 7 anos,2,feminino/divorciado,nenhum,4,imobiliario,26,nenhum,alugada,1,nível 2,1,não,não,bom
negativo,36,conta crítica,educação,8065,<100,"[1,4) anos",3,feminino/divorciado,nenhum,2,sem propriedades,25,nenhum,própria,2,nível 3,1,sim,não,mau
sem conta,21,conta crítica,carro usado,3275,<100,> 7 anos,1,masculino/solteiro,nenhum,4,carro,36,nenhum,própria,1,nível 3,1,sim,não,bom
sem conta,24,conta crítica,radio/televisão,2223,[100-500),> 7 anos,4,masculino/solteiro,nenhum,4,seguro  de vida,52,bancos,própria,2,nível 2,1,não,não,bom
200+,12,conta crítica,carro novo,1480,[500-1000),desempregado,2,masculino/solteiro,nenhum,4,sem propriedades,66,bancos,de graça,3,desempregado,1,não,não,bom
negativo,24,pagamento em dia,carro novo,1371,sem conta,"[1,4) anos",4,feminino/divorciado,nenhum,4,imobiliario,25,nenhum,alugada,1,nível 2,1,não,não,mau
sem conta,36,conta crítica,carro novo,3535,<100,"[4,7) anos",4,masculino/solteiro,nenhum,4,carro,37,nenhum,própria,2,nível 2,1,sim,não,bom
negativo,18,pagamento em dia,radio/televisão,3509,<100,"[4,7) anos",4,feminino/divorciado,fiador,1,imobiliario,25,nenhum,própria,1,nível 2,1,não,não,bom
sem conta,36,conta crítica,carro usado,5711,>1000,> 7 anos,4,masculino/solteiro,nenhum,2,carro,38,nenhum,própria,2,nível 3,1,sim,não,bom
[0-200),18,pagamento em dia,reparos,3872,<100,desempregado,2,feminino/divorciado,nenhum,4,carro,67,nenhum,própria,1,nível 2,1,sim,não,bom
[0-200),39,conta crítica,radio/televisão,4933,<100,"[4,7) anos",2,masculino/solteiro,fiador,2,imobiliario,25,nenhum,própria,2,nível 2,1,não,não,mau
sem conta,24,conta crítica,carro novo,1940,>1000,> 7 anos,4,masculino/solteiro,nenhum,4,imobiliario,60,nenhum,própria,1,nível 2,1,sim,não,bom
[0-200),12,primeira vez,retreinamentos,1410,<100,"[1,4) anos",2,masculino/solteiro,nenhum,2,imobiliario,31,nenhum,própria,1,nível 1,1,sim,não,bom
[0-200),12,pagamento em dia,carro novo,836,[100-500),< 1 ano,4,feminino/divorciado,nenhum,2,seguro  de vida,23,bancos,própria,1,nível 1,1,não,não,mau
[0-200),20,pagamento em dia,carro usado,6468,sem conta,desempregado,1,masculino/divorciado,nenhum,4,imobiliario,60,nenhum,própria,1,nível 3,1,sim,não,bom
[0-200),18,pagamento em dia,negócios,1941,>1000,"[1,4) anos",4,masculino/solteiro,nenhum,2,seguro  de vida,35,nenhum,própria,1,nível 1,1,sim,não,bom
sem conta,22,pagamento em dia,radio/televisão,2675,[500-1000),> 7 anos,3,masculino/solteiro,nenhum,4,carro,40,nenhum,própria,1,nível 2,1,não,não,bom
sem conta,48,conta crítica,carro usado,2751,sem conta,> 7 anos,4,masculino/solteiro,nenhum,3,carro,38,nenhum,própria,2,nível 2,2,sim,não,bom
[0-200),48,já atrasou pagamentos,educação,6224,<100,> 7 anos,4,masculino/solteiro,nenhum,4,sem propriedades,50,nenhum,de graça,1,nível 2,1,não,não,mau
negativo,40,conta crítica,educação,5998,<100,"[1,4) anos",4,masculino/solteiro,nenhum,3,sem propriedades,27,bancos,própria,1,nível 2,1,sim,não,mau
[0-200),21,pagamento em dia,negócios,1188,<100,> 7 anos,2,feminino/divorciado,nenhum,4,seguro  de vida,39,nenhum,própria,1,nível 2,2,não,não,mau
sem conta,24,pagamento em dia,carro usado,6313,sem conta,> 7 anos,3,masculino/solteiro,nenhum,4,carro,41,nenhum,própria,1,nível 3,2,sim,não,bom
sem conta,6,conta crítica,móveis,1221,sem conta,"[1,4) anos",1,masculino/casado,nenhum,2,seguro  de vida,27,nenhum,própria,2,nível 2,1,não,não,bom
200+,24,pagamento em dia,móveis,2892,<100,> 7 anos,3,masculino/divorciado,nenhum,4,sem propriedades,51,nenhum,de graça,1,nível 2,1,não,não,bom
sem conta,24,pagamento em dia,móveis,3062,[500-1000),> 7 anos,4,masculino/solteiro,nenhum,3,sem propriedades,32,nenhum,alugada,1,nível 2,1,sim,não,bom
sem conta,9,pagamento em dia,móveis,2301,[100-500),< 1 ano,2,feminino/divorciado,nenhum,4,seguro  de vida,22,nenhum,alugada,1,nível 2,1,não,não,bom
negativo,18,pagamento em dia,carro usado,7511,sem conta,> 7 anos,1,masculino/solteiro,nenhum,4,seguro  de vida,51,nenhum,de graça,1,nível 2,2,sim,não,mau
sem conta,12,conta crítica,móveis,1258,<100,< 1 ano,2,feminino/divorciado,nenhum,4,seguro  de vida,22,nenhum,alugada,2,nível 1,1,não,não,bom
sem conta,24,já atrasou pagamentos,carro novo,717,sem conta,> 7 anos,4,masculino/casado,nenhum,4,carro,54,nenhum,própria,2,nível 2,1,sim,não,bom
[0-200),9,pagamento em dia,carro novo,1549,sem conta,< 1 ano,4,masculino/solteiro,nenhum,2,imobiliario,35,nenhum,própria,1,desempregado,1,não,não,bom
sem conta,24,conta crítica,educação,1597,<100,> 7 anos,4,masculino/solteiro,nenhum,4,sem propriedades,54,nenhum,de graça,2,nível 2,2,não,não,bom
[0-200),18,conta crítica,radio/televisão,1795,<100,> 7 anos,3,feminino/divorciado,fiador,4,imobiliario,48,bancos,alugada,2,nível 1,1,sim,não,bom
negativo,20,conta crítica,móveis,4272,<100,> 7 anos,1,feminino/divorciado,nenhum,4,seguro  de vida,24,nenhum,própria,2,nível 2,1,não,não,bom
sem conta,12,conta crítica,radio/televisão,976,sem conta,> 7 anos,4,masculino/solteiro,nenhum,4,carro,35,nenhum,própria,2,nível 2,1,não,não,bom
[0-200),12,pagamento em dia,carro novo,7472,sem conta,desempregado,1,feminino/divorciado,nenhum,2,imobiliario,24,nenhum,alugada,1,desempregado,1,não,não,bom
negativo,36,pagamento em dia,carro novo,9271,<100,"[4,7) anos",2,masculino/solteiro,nenhum,1,carro,24,nenhum,própria,1,nível 2,1,sim,não,mau
[0-200),6,pagamento em dia,radio/televisão,590,<100,< 1 ano,3,masculino/casado,nenhum,3,imobiliario,26,nenhum,própria,1,nível 1,1,não,sim,bom
sem conta,12,conta crítica,radio/televisão,930,sem conta,> 7 anos,4,masculino/solteiro,nenhum,4,imobiliario,65,nenhum,própria,4,nível 2,1,não,não,bom
[0-200),42,creditos quitados,carro usado,9283,<100,desempregado,1,masculino/solteiro,nenhum,2,sem propriedades,55,bancos,de graça,1,nível 3,1,sim,não,bom
[0-200),15,primeira vez,carro novo,1778,<100,< 1 ano,2,feminino/divorciado,nenhum,1,imobiliario,26,nenhum,alugada,2,desempregado,1,não,não,mau
[0-200),8,pagamento em dia,negócios,907,<100,< 1 ano,3,masculino/casado,nenhum,2,imobiliario,26,nenhum,própria,1,nível 2,1,sim,não,bom
[0-200),6,pagamento em dia,radio/televisão,484,<100,"[4,7) anos",3,masculino/casado,fiador,3,imobiliario,28,bancos,própria,1,nível 1,1,não,não,bom
negativo,36,conta crítica,carro usado,9629,<100,"[4,7) anos",4,masculino/solteiro,nenhum,4,carro,24,nenhum,própria,2,nível 2,1,sim,não,mau
negativo,48,pagamento em dia,itens de casa,3051,<100,"[1,4) anos",3,masculino/solteiro,nenhum,4,carro,54,nenhum,própria,1,nível 2,1,não,não,mau
negativo,48,pagamento em dia,carro novo,3931,<100,"[4,7) anos",4,masculino/solteiro,nenhum,4,sem propriedades,46,nenhum,de graça,1,nível 2,2,não,não,mau
[0-200),36,já atrasou pagamentos,carro novo,7432,<100,"[1,4) anos",2,feminino/divorciado,nenhum,2,seguro  de vida,54,nenhum,alugada,1,nível 2,1,não,não,bom
sem conta,6,pagamento em dia,itens de casa,1338,[500-1000),"[1,4) anos",1,masculino/divorciado,nenhum,4,imobiliario,62,nenhum,própria,1,nível 2,1,não,não,bom
sem conta,6,conta crítica,radio/televisão,1554,<100,"[4,7) anos",1,feminino/divorciado,nenhum,2,carro,24,nenhum,alugada,2,nível 2,1,sim,não,bom
negativo,36,pagamento em dia,outros,15857,<100,desempregado,2,masculino/divorciado,co-aplicante,3,carro,43,nenhum,própria,1,nível 3,1,não,não,bom
negativo,18,pagamento em dia,radio/televisão,1345,<100,"[1,4) anos",4,masculino/casado,nenhum,3,imobiliario,26,bancos,própria,1,nível 2,1,não,não,mau
sem conta,12,pagamento em dia,carro novo,1101,<100,"[1,4) anos",3,masculino/casado,nenhum,2,imobiliario,27,nenhum,própria,2,nível 2,1,sim,não,bom
200+,12,pagamento em dia,radio/televisão,3016,<100,"[1,4) anos",3,masculino/casado,nenhum,1,carro,24,nenhum,própria,1,nível 2,1,não,não,bom
negativo,36,pagamento em dia,móveis,2712,<100,> 7 anos,2,masculino/solteiro,nenhum,2,seguro  de vida,41,bancos,própria,1,nível 2,2,não,não,mau
negativo,8,conta crítica,carro novo,731,<100,> 7 anos,4,masculino/solteiro,nenhum,4,imobiliario,47,nenhum,própria,2,nível 1,1,não,não,bom
sem conta,18,conta crítica,móveis,3780,<100,< 1 ano,3,masculino/divorciado,nenhum,2,carro,35,nenhum,própria,2,nível 3,1,sim,não,bom
negativo,21,conta crítica,carro novo,1602,<100,> 7 anos,4,masculino/casado,nenhum,3,carro,30,nenhum,própria,2,nível 2,1,sim,não,bom
